hotel_id,hotel_name,area,platform,direct_url,status,checked_at,note,discovery_method,confidence_score,detected_hotel_name
BOD175,Avantgarde Refined Hotel | Yalıkavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:06:22Z,"detected='Avantgarde Refined Hotel | Yalıkavak · 301 sonuç' vs expected='Avantgarde Refined Hotel | Yalıkavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Avantgarde Refined Hotel | Yalıkavak · 301 sonuç
BOD176,Blue Point Yalikavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:06:39Z,"detected='Blue Point Yalikavak · 294 sonuç' vs expected='Blue Point Yalikavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=77",,77,Blue Point Yalikavak · 294 sonuç
BOD177,Delta Hotels By Marriott Bodrum,Yalıkavak,google_travel,,review_required,2026-08-26T12:06:56Z,"detected='Delta Hotels By Marriott Bodrum · 116 sonuç' vs expected='Delta Hotels By Marriott Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Delta Hotels By Marriott Bodrum · 116 sonuç
BOD178,Highlight Hotel Yalıkavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:07:18Z,"detected='Highlight Hotel Yalıkavak · 311 sonuç' vs expected='Highlight Hotel Yalıkavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=80",,80,Highlight Hotel Yalıkavak · 311 sonuç
BOD179,Lizbonia Otel Yalikavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:07:36Z,"detected='Lizbonia Otel Yalikavak · 298 sonuç' vs expected='Lizbonia Otel Yalikavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",,79,Lizbonia Otel Yalikavak · 298 sonuç
BOD180,MGallery The Bodrum Hotel Yalıkavak,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChkI0Y20zKuUsdcQGg0vZy8xMXEycDg1OXQ1EAE?q=MGallery%20The%20Bodrum%20Hotel%20Yal%C4%B1kavak%20Yal%C4%B1kavak%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwji8viMob6WAxURd0ECHczVJfEQvukIegQIAxAC,verified_direct,2026-08-26T12:07:52Z,"detected='MGallery The Bodrum Hotel Yalıkavak' vs expected='MGallery The Bodrum Hotel Yalıkavak' (card near-text was 'MGallery The Bodrum Hotel Yalıkavak otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,MGallery The Bodrum Hotel Yalıkavak
BOD181,Palmalife Bodrum Resort & Spa,Yalıkavak,google_travel,,review_required,2026-08-26T12:08:08Z,"detected='Palmalife Bodrum Resort & Spa · 271 sonuç' vs expected='Palmalife Bodrum Resort & Spa' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=81",,81,Palmalife Bodrum Resort & Spa · 271 sonuç
BOD182,Root Redrock Villas Yalıkavak - Bodrum,Yalıkavak,google_travel,,review_required,2026-08-26T12:08:25Z,"detected='Root Redrock Villas Yalıkavak - Bodrum · 115 sonuç' vs expected='Root Redrock Villas Yalıkavak - Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=84",,84,Root Redrock Villas Yalıkavak - Bodrum · 115 sonuç
BOD183,Ruins Luxury Resort,Yalıkavak,google_travel,,review_required,2026-08-26T12:08:49Z,"detected='Ruins Luxury Resort · 115 sonuç' vs expected='Ruins Luxury Resort' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=76",,76,Ruins Luxury Resort · 115 sonuç
BOD184,Sea Palm Otel -YALIKAVAK,Yalıkavak,google_travel,,review_required,2026-08-26T12:09:06Z,"detected='Sea Palm Otel -Yalıkavak · 294 sonuç' vs expected='Sea Palm Otel -YALIKAVAK' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",,79,Sea Palm Otel -Yalıkavak · 294 sonuç
BOD185,Sezz Hotels Spa Wellness Yalıkavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:09:23Z,"detected='Sezz Hotels Spa Wellness Yalıkavak · 294 sonuç' vs expected='Sezz Hotels Spa Wellness Yalıkavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Sezz Hotels Spa Wellness Yalıkavak · 294 sonuç
BOD186,Sirene Luxury Hotel Bodrum,Yalıkavak,google_travel,,review_required,2026-08-26T12:09:40Z,"detected='Sirene Luxury Hotel Bodrum · 485 sonuç' vs expected='Sirene Luxury Hotel Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=80",,80,Sirene Luxury Hotel Bodrum · 485 sonuç
BOD187,Spektr Boutique Hotel Yalikavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:09:58Z,"detected='Spektr Boutique Hotel Yalikavak · 442 sonuç' vs expected='Spektr Boutique Hotel Yalikavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Spektr Boutique Hotel Yalikavak · 442 sonuç
BOD188,Tangiers Hotel Yalıkavak,Yalıkavak,google_travel,,review_required,2026-08-26T12:10:13Z,"detected='Tangiers Hotel Yalıkavak · 294 sonuç' vs expected='Tangiers Hotel Yalıkavak' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",,79,Tangiers Hotel Yalıkavak · 294 sonuç
BOD189,The Bodrum EDITION,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChoIoYqzieyFytDiARoNL2cvMTFmNTRzNl9fcRAB?q=The%20Bodrum%20EDITION%20Yal%C4%B1kavak%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjGmJDYob6WAxXibEECHY0vKLwQvukIegQIAxAC,verified_direct,2026-08-26T12:10:30Z,"detected='The Bodrum EDITION' vs expected='The Bodrum EDITION' (card near-text was 'The Bodrum EDITION otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,The Bodrum EDITION
BOD190,The Sign Highlight Hotel,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity/ChkI-ZT7oNbT99w4Gg0vZy8xMXprdmpwOHMyEAE?q=The%20Sign%20Highlight%20Hotel%20Yal%C4%B1kavak%20Bodrum&ved=2ahUKEwjPnLDfob6WAxU_hnwGHRgHJykQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T12:10:45Z,"detected='The Sign Highlight Hotel' vs expected='The Sign Highlight Hotel' (card near-text was 'The Sign Highlight Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,The Sign Highlight Hotel
BOD191,Yalıkavak Marina Hotel by METT Collection,Yalıkavak,google_travel,https://www.google.com/travel/hotels/entity?q=Yal%C4%B1kavak%20Marina%20Hotel%20by%20METT%20Collection%20Yal%C4%B1kavak%20Bodrum&ved=2ahUKEwiz29Xqob6WAxU_BQYAHTAHGygQvukIegUIAxDfAw&ts=CAEaWwo9EjsKDS9nLzExdjBfdzlxYl86KllhbMSxa2F2YWsgTWFyaW5hIEhvdGVsIEJ5IE1ldHQgQ29sbGVjdGlvbhIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,verified_direct,2026-08-26T12:11:09Z,"detected='Yalıkavak Marina Hotel By Mett Collection · 354 sonuç' vs expected='Yalıkavak Marina Hotel by METT Collection' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=85",,85,Yalıkavak Marina Hotel By Mett Collection · 354 sonuç
BOD192,Yalıpark Beach Hotel,Yalıkavak,google_travel,,review_required,2026-08-26T12:11:27Z,"detected='Yalıpark Beach Hotel · 294 sonuç' vs expected='Yalıpark Beach Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=77",,77,Yalıpark Beach Hotel · 294 sonuç
