hotel_id,hotel_name,area,platform,direct_url,status,checked_at,note,discovery_method,confidence_score,detected_hotel_name
BOD001,Aksoy Taş Ev,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkIxM3gn6-Mx41DGg0vZy8xMXJuYl92MnZnEAE?q=Aksoy%20Ta%C5%9F%20Ev%20Akyarlar%20Bodrum&ved=2ahUKEwitl7jilb6WAxVUBgYAHS1tBGUQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggAKgIKAA,verified_direct,2026-08-26T11:17:10Z,"detected='Aksoy Taş Ev' vs expected='Aksoy Taş Ev' (card near-text was 'Aksoy Taş Ev otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Aksoy Taş Ev
BOD002,Armonia Holiday Village & Spa,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcIib6os8m5kedkGgsvZy8xdGdkd24xZBAB?q=Armonia%20Holiday%20Village%20%26%20Spa%20Akyarlar%20Bodrum&ved=2ahUKEwjt_JDplb6WAxV9QEECHTAXHqwQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:17:24Z,"detected='Armonia Holiday Village & Spa' vs expected='Armonia Holiday Village & Spa' (card near-text was 'Armonia Holiday Village & Spa otelini yeni sekmede aç', 29 candidates on page) -> score=95",,95,Armonia Holiday Village & Spa
BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI_fH789a1ipI4Gg0vZy8xMXR4bDRma2tiEAE?q=ASPAT%20HOTEL%20BODRUM%20Beach%20Restaurant%20Akyarlar%20Bodrum&ved=2ahUKEwiuiazwlb6WAxXsakECHVPSOXkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:17:39Z,"detected='ASPAT HOTEL BODRUM Beach Restaurant' vs expected='ASPAT HOTEL BODRUM Beach Restaurant' (card near-text was 'ASPAT HOTEL BODRUM Beach Restaurant otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,ASPAT HOTEL BODRUM Beach Restaurant
BOD004,Bendis Beach Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcI-p_dtL_R4bl3GgsvZy8xdGZyN2htMhAB?q=Bendis%20Beach%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwjT-_z2lb6WAxXtZkECHZ0_DHgQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:17:53Z,"detected='Bendis Beach Hotel' vs expected='Bendis Beach Hotel' (card near-text was 'Bendis Beach Hotel otelini yeni sekmede aç', 17 candidates on page) -> score=95",,95,Bendis Beach Hotel
BOD005,ByAkkan,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI1N7IttjHkMeqARoNL2cvMTF0MzM5a3h4aBAB?q=ByAkkan%20Akyarlar%20Bodrum&ved=2ahUKEwjIr8_9lb6WAxVyIwYAHWzxDSAQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:18:07Z,"detected='ByAkkan' vs expected='ByAkkan' (card near-text was 'ByAkkan otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,ByAkkan
BOD006,Club Marma Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkIj8qbsqi-7bAUGg0vZy8xMXEyeWtoNF8yEAE?q=Club%20Marma%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwj_yYuElr6WAxVRe0ECHVDNCIwQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:18:21Z,"detected='Club Marma Hotel' vs expected='Club Marma Hotel' (card near-text was 'Club Marma Hotel otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,Club Marma Hotel
BOD007,Kefaluka Resort,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/CgsIqP3Kl9GCnvv4ARAB,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD008,LA BREZZA SUITE &HOTEL,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoIuoenmK7E3fPtARoNL2cvMTFwNWxtMV9jcBAB,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD009,LİV OTEL,Akyarlar,google_travel,,NOT_FOUND,2026-08-26T11:18:34Z,"detected='Liv Otel · 304 sonuç' vs expected='LİV OTEL' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=60",,60,Liv Otel · 304 sonuç
BOD010,Mare Garden Hotel,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI46nXrt78--3mARoNL2cvMTFqOTJjZHdqZxAB?q=Mare%20Garden%20Hotel%20Akyarlar%20Bodrum&ved=2ahUKEwic3diRlr6WAxVjg3wGHQE6LnYQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:18:49Z,"detected='Mare Garden Hotel' vs expected='Mare Garden Hotel' (card near-text was 'Mare Garden Hotel otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,Mare Garden Hotel
BOD011,"Radisson Collection Hotel, Bodrum",Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChoI2P6A2dPx45zGARoNL2cvMTFwYzRzdmNoORAB?q=Radisson%20Collection%20Hotel%2C%20Bodrum%20Akyarlar%20Bodrum&ved=2ahUKEwjszO-Xlr6WAxXABQYAHdCYLG8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:19:02Z,"detected='Radisson Collection Hotel, Bodrum' vs expected='Radisson Collection Hotel, Bodrum' (card near-text was 'Radisson Collection Hotel, Bodrum otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,"Radisson Collection Hotel, Bodrum"
BOD012,Selectum Collection Bodrum,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChgI-abrn5G19OiAARoLL2cvMXRzcjVkZG4QAQ,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD013,"Sentido Bellazure - Akyarlar, Bodrum / Turkey",Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI89S85_60gP2gARoML2cvMXE2anpicjRqEAE,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD014,Suum Bodrum Hotel & Beach,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChkI-e2c7Lvi3so-Gg0vZy8xMXZscmIxNWZwEAE?q=Suum%20Bodrum%20Hotel%20%26%20Beach%20Akyarlar%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjDy8-elr6WAxWJOQYAHSpSBBkQvukIegQIAxAC,verified_direct,2026-08-26T11:19:17Z,"detected='Suum Bodrum Hotel & Beach' vs expected='Suum Bodrum Hotel & Beach' (card near-text was 'Suum Bodrum Hotel & Beach otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,Suum Bodrum Hotel & Beach
BOD015,The Ni Villas Akyarlar,Akyarlar,google_travel,,NOT_FOUND,2026-08-26T11:19:30Z,"detected='Akyarlar · 199 sonuç' vs expected='The Ni Villas Akyarlar' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=41",,41,Akyarlar · 199 sonuç
BOD016,Xanadu Island,Akyarlar,google_travel,https://www.google.com/travel/hotels/entity/ChcIgv_kqOT446h4GgsvZy8xdGZsdjYzORAB?q=Xanadu%20Island%20Akyarlar%20Bodrum&ved=2ahUKEwjM05Gulr6WAxWJOQYAHSpSBBkQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:19:49Z,"detected='Xanadu Island' vs expected='Xanadu Island' (card near-text was 'Xanadu Island otelini yeni sekmede aç', 31 candidates on page) -> score=95",,95,Xanadu Island
BOD017,Ambrosia Otel Beach & Spa,Bitez,google_travel,,review_required,2026-08-26T11:20:02Z,"detected='Ambrosia Otel Beach & Spa · 186 sonuç' vs expected='Ambrosia Otel Beach & Spa' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",,79,Ambrosia Otel Beach & Spa · 186 sonuç
BOD018,Bitez Deniz Hotel - Restaurant - Beach,Bitez,google_travel,,review_required,2026-08-26T11:20:18Z,"detected='Bitez Deniz Hotel - Restaurant - Beach · 195 sonuç' vs expected='Bitez Deniz Hotel - Restaurant - Beach' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=83",,83,Bitez Deniz Hotel - Restaurant - Beach · 195 sonuç
BOD019,Bitez Garden Life Hotel&Suites,Bitez,google_travel,,review_required,2026-08-26T11:20:45Z,"detected='Bitez Garden Life Hotel&Suites · 193 sonuç' vs expected='Bitez Garden Life Hotel&Suites' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=82",,82,Bitez Garden Life Hotel&Suites · 193 sonuç
BOD020,Bitez Risa Hotel,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgIqLSo4o_E9rtUGgwvZy8xMXkwbmxzajUQAQ?q=Bitez%20Risa%20Hotel%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwiFk4DQlr6WAxVRe0ECHVDNCIwQvukIegQIAxAC,verified_direct,2026-08-26T11:21:00Z,"detected='Bitez Risa Hotel' vs expected='Bitez Risa Hotel' (card near-text was 'Bitez Risa Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Bitez Risa Hotel
BOD021,"Caresse, a Luxury Collection Resort & Spa, Bodrum",Bitez,google_travel,https://www.google.com/travel/hotels/entity?q=Caresse%2C%20a%20Luxury%20Collection%20Resort%20%26%20Spa%2C%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwini8XWlr6WAxUWfUECHUCNEIAQvukIegUIAxDSAw&ts=CAEaNwoZEhcKDS9nLzExYnZfZGtzcHE6BkJvZHJ1bRIaEhQKBwjqDxAJGAcSBwjqDxAJGAgYATICCAIqBwoFOgNUUlk&rp=OAFIAg,verified_direct,2026-08-26T11:21:14Z,"detected='Caresse, A Luxury Collection Resort & Spa, Bodrum · 194 sonuç' vs expected='Caresse, a Luxury Collection Resort & Spa, Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=86",,86,"Caresse, A Luxury Collection Resort & Spa, Bodrum · 194 sonuç"
BOD022,Dolce Vita Luxury Bungalows,Bitez,google_travel,,review_required,2026-08-26T11:21:29Z,"detected='Dolce Vita Luxury Bungalows · 176 sonuç' vs expected='Dolce Vita Luxury Bungalows' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=81",,81,Dolce Vita Luxury Bungalows · 176 sonuç
BOD023,Doria Hotel Bodrum,Bitez,google_travel,,review_required,2026-08-26T11:21:50Z,"detected='Doria Hotel Bodrum · 172 sonuç' vs expected='Doria Hotel Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",,75,Doria Hotel Bodrum · 172 sonuç
BOD024,HAKAN OTEL,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI4LLmvM7ss58xGgsvZy8xdGQ0NHA1NxAB?q=HAKAN%20OTEL%20Bitez%20Bodrum&ved=2ahUKEwjH76Pvlr6WAxXEUEECHRaaAcIQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:22:06Z,"detected='HAKAN OTEL' vs expected='HAKAN OTEL' (card near-text was 'HAKAN OTEL otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,HAKAN OTEL
BOD025,Halikarya Hotel & Restaurant Beach,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChkI6pWuqJPY-ZwEGg0vZy8xMXlnXzFkejZ5EAE?q=Halikarya%20Hotel%20%26%20Restaurant%20Beach%20Bitez%20Bodrum&ved=2ahUKEwiRzOv1lr6WAxXLdkECHR00OEEQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:22:19Z,"detected='Halikarya Hotel & Restaurant Beach' vs expected='Halikarya Hotel & Restaurant Beach' (card near-text was 'Halikarya Hotel & Restaurant Beach otelini yeni sekmede aç', 25 candidates on page) -> score=95",,95,Halikarya Hotel & Restaurant Beach
BOD026,Manuela Otel Bitez,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI-qjp_pHNlqM9GgsvZy8xdGR2OF8zcRAB?q=Manuela%20Otel%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA&ved=2ahUKEwiqx4L_lr6WAxU2fUECHaUZLGAQvukIegQIAxAC&ap=KigKEgl4sK3fJoNCQBFTmHQQXmE7QBISCWCjDhXSg0JAEVOYdISOYjtA,verified_direct,2026-08-26T11:22:39Z,"detected='Manuela Otel Bitez' vs expected='Manuela Otel Bitez' (card near-text was 'Manuela Otel Bitez otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Manuela Otel Bitez
BOD027,Meis Apart Hotel,Bitez,google_travel,,review_required,2026-08-26T11:22:55Z,"detected='Meis Apart Hotel · 195 sonuç' vs expected='Meis Apart Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=74",,74,Meis Apart Hotel · 195 sonuç
BOD028,Mira Beach Resort Bodrum,Bitez,google_travel,,review_required,2026-08-26T11:23:13Z,"detected='Mira Beach Resort Bodrum · 198 sonuç' vs expected='Mira Beach Resort Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=79",,79,Mira Beach Resort Bodrum · 198 sonuç
BOD029,Mumu Bodrum Hotel,Bitez,google_travel,,review_required,2026-08-26T11:23:36Z,"detected='Mumu Bodrum Hotel · 192 sonuç' vs expected='Mumu Bodrum Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=75",,75,Mumu Bodrum Hotel · 192 sonuç
BOD030,Natur Garden Hotel Bitez Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgI_YuOi7bAtqT2ARoLL2cvMXRkdDNmeWgQAQ?q=Natur%20Garden%20Hotel%20Bitez%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwicu8-hl76WAxUZlnwGHTIDEYQQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:23:51Z,"detected='Natur Garden Hotel Bitez Bodrum' vs expected='Natur Garden Hotel Bitez Bodrum' (card near-text was 'Natur Garden Hotel Bitez Bodrum otelini yeni sekmede aç', 25 candidates on page) -> score=95",,95,Natur Garden Hotel Bitez Bodrum
BOD031,Okaliptus Otel,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcImKD7qd_k4OsZGgsvZy8xdHA2OHFfNhAB?q=Okaliptus%20Otel%20Bitez%20Bodrum&ved=2ahUKEwikzJWol76WAxWoAwYAHfHqA1MQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:24:05Z,"detected='Okaliptus Otel' vs expected='Okaliptus Otel' (card near-text was 'Okaliptus Otel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Okaliptus Otel
BOD032,Paloma Family Club Bitez,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChgIpr3nq9uz05WXARoLL2cvMXRuZGdtajEQAQ?q=Paloma%20Family%20Club%20Bitez%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwi03pKvl76WAxWqj3wGHX_GF08QvukIegQIAxAC,verified_direct,2026-08-26T11:24:20Z,"detected='Paloma Family Club Bitez' vs expected='Paloma Family Club Bitez' (card near-text was 'Paloma Family Club Bitez otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Paloma Family Club Bitez
BOD033,Ramada Resort by Wyndham Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChcI_6azjs-vhudnGgsvZy8xdnBnajBfeRAB?q=Ramada%20Resort%20by%20Wyndham%20Bodrum%20Bitez%20Bodrum&ved=2ahUKEwjp_9K1l76WAxXmZkECHYt_Ff8QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:24:33Z,"detected='Ramada Resort by Wyndham Bodrum' vs expected='Ramada Resort by Wyndham Bodrum' (card near-text was 'Ramada Resort by Wyndham Bodrum otelini yeni sekmede aç', 25 candidates on page) -> score=95",,95,Ramada Resort by Wyndham Bodrum
BOD034,Çınar Butik Otel Bodrum,Bitez,google_travel,https://www.google.com/travel/hotels/entity/ChkIkpWL3r_aqPFYGg0vZy8xMXBrbHRreHgxEAE?q=%C3%87%C4%B1nar%20Butik%20Otel%20Bodrum%20Bitez%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwigxKu8l76WAxUrBQYAHeURI20QvukIegQIAxAC,verified_direct,2026-08-26T11:24:47Z,"detected='Çınar Butik Otel Bodrum' vs expected='Çınar Butik Otel Bodrum' (card near-text was 'Çınar Butik Otel Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Çınar Butik Otel Bodrum
BOD035,Azka Otel - Bardakçı Koyu,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:25:34Z,"detected='Azka Otel Bardakçı Koyu Bodrum Merkez Bodrum' vs expected='Azka Otel - Bardakçı Koyu' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=67",,67,Azka Otel Bardakçı Koyu Bodrum Merkez Bodrum
BOD036,Bodrium Hotel & SPA,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/ChcIoPuags-X5e91GgsvZy8xdGQxMDhibhAB,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD037,Bodrum Bay Resort,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:26:06Z,"detected='Bodrum Bay Resort Bodrum Merkez Bodrum' vs expected='Bodrum Bay Resort' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=61",,61,Bodrum Bay Resort Bodrum Merkez Bodrum
BOD038,Casa Mare Bodrum,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:26:37Z,"detected='Casa Mare Bodrum Bodrum Merkez Bodrum' vs expected='Casa Mare Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=59",,59,Casa Mare Bodrum Bodrum Merkez Bodrum
BOD039,Casa Nonna Bodrum,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:27:09Z,"detected='Casa Nonna Bodrum Bodrum Merkez Bodrum' vs expected='Casa Nonna Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=61",,61,Casa Nonna Bodrum Bodrum Merkez Bodrum
BOD040,Diamond of Bodrum Hotel,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:27:40Z,"detected='Diamond of Bodrum Hotel Bodrum Merkez Bodrum' vs expected='Diamond of Bodrum Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=67",,67,Diamond of Bodrum Hotel Bodrum Merkez Bodrum
BOD041,La Quinta by Wyndham Bodrum,Bodrum Merkez,google_travel,,review_required,2026-08-26T11:28:10Z,"detected='La Quinta by Wyndham Bodrum Bodrum Merkez Bodrum' vs expected='La Quinta by Wyndham Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",,70,La Quinta by Wyndham Bodrum Bodrum Merkez Bodrum
BOD042,Mandarin Resort Hotel,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:28:40Z,"detected='Mandarin Resort Hotel Bodrum Merkez Bodrum' vs expected='Mandarin Resort Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=65",,65,Mandarin Resort Hotel Bodrum Merkez Bodrum
BOD043,METT Hotel & Beach Resort Bodrum,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/CgoInJap_Zjz_rc_EAE,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD044,Noa Suite Hotel,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:29:11Z,"detected='Noa Suite Hotel Bodrum Merkez Bodrum' vs expected='Noa Suite Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=58",,58,Noa Suite Hotel Bodrum Merkez Bodrum
BOD045,Salmakis Resort & Spa,Bodrum Merkez,google_travel,https://www.google.com/travel/hotels/entity/ChgIhcWasvPa_bf0ARoLL2cvMXRjeTBfX2sQAQ,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD046,Senses Hotel,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:29:42Z,"detected='Senses Hotel Bodrum Merkez Bodrum' vs expected='Senses Hotel' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=53",,53,Senses Hotel Bodrum Merkez Bodrum
BOD047,The Marmara Bodrum,Bodrum Merkez,google_travel,,NOT_FOUND,2026-08-26T11:30:12Z,"detected='The Marmara Bodrum Bodrum Merkez Bodrum' vs expected='The Marmara Bodrum' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=62",,62,The Marmara Bodrum Bodrum Merkez Bodrum
BOD048,Babana Hotel,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgIgNK0_4KY6YacARoLL2cvMXZsMGJua18QAQ?q=Babana%20Hotel%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwjQpLjlmL6WAxUyNAYAHVnoHX4QvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ,verified_direct,2026-08-26T11:30:42Z,"detected='Babana Hotel' vs expected='Babana Hotel' (card near-text was 'Babana Hotel otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Babana Hotel
BOD049,Casa Del Mar Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIiayplb67m6cGGg0vZy8xMWo3eV9jOTZkEAE?q=Casa%20Del%20Mar%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjok57umL6WAxW6OwYAHaONGRIQvukIegQIAxAC,verified_direct,2026-08-26T11:31:00Z,"detected='Casa Del Mar Bodrum' vs expected='Casa Del Mar Bodrum' (card near-text was 'Casa Del Mar Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Casa Del Mar Bodrum
BOD050,Daphnis Hotel Gölköy,Göltürkbükü,google_travel,,review_required,2026-08-26T11:31:15Z,"detected='Daphnis Hotel Gölköy · 187 sonuç' vs expected='Daphnis Hotel Gölköy' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=77",,77,Daphnis Hotel Gölköy · 187 sonuç
BOD051,Faros Bodrum Hotel Göltürkbükü,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIw7-b487k1v8NGg0vZy8xMWY0bGh5NXY3EAE,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD052,Flamm Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgInJybosXOnaMNGgwvZy8xMWdfYjNyOGgQAQ?q=Flamm%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgcKBToDVFJZ&ved=2ahUKEwjqms2Mmb6WAxWqj3wGHX_GF08QvukIegQIAxAC,verified_direct,2026-08-26T11:32:04Z,"detected='Flamm Bodrum' vs expected='Flamm Bodrum' (card near-text was 'Flamm Bodrum otelini yeni sekmede aç', 35 candidates on page) -> score=95",,95,Flamm Bodrum
BOD053,Gölköy Suites,Göltürkbükü,google_travel,,review_required,2026-08-26T11:32:22Z,"detected='Gölköy Suites · 187 sonuç' vs expected='Gölköy Suites' (card near-text was 'Yeni sekmede aç', 1 candidates on page) -> score=70",,70,Gölköy Suites · 187 sonuç
BOD054,Lavinya Maison,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChkIkdO_vraRyObAARoML2cvMTEzZnYybXpoEAE?q=Lavinya%20Maison%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwj73Micmb6WAxWLPQYAHU6NKEoQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:32:38Z,"detected='Lavinya Maison' vs expected='Lavinya Maison' (card near-text was 'Lavinya Maison otelini yeni sekmede aç', 38 candidates on page) -> score=95",,95,Lavinya Maison
BOD055,Lavinya Otel Göltürkbükü,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/CgsIzujNwKKw17XYARAB,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD056,"Mandarin Oriental, Bodrum",Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgI0ZWL5OHIovcnGgwvZy8xcTY3cF82NzgQAQ,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD057,Selvi Bodrum,Göltürkbükü,google_travel,https://www.google.com/travel/hotels/entity/ChgIwemp-sDO7cQMGgwvZy8xMnE0dGc5X3oQAQ?q=Selvi%20Bodrum%20G%C3%B6lt%C3%BCrkb%C3%BCk%C3%BC%20Bodrum&ved=2ahUKEwiXs62jmb6WAxVkZUECHQD6KnsQvukIegQIAxAC&ts=CAAaGhIYEhIKBwjqDxAJGAcSBwjqDxAJGAgyAggCKgIKAA,verified_direct,2026-08-26T11:32:52Z,"detected='Selvi Bodrum' vs expected='Selvi Bodrum' (card near-text was 'Selvi Bodrum otelini yeni sekmede aç', 37 candidates on page) -> score=95",,95,Selvi Bodrum
BOD058,Bodrum Beach Resort,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/ChgI6eX_zO-jka-3ARoLL2cvMXRqNXN5OGwQAQ,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
BOD059,Bodrum Hotel Baba,Gümbet,google_travel,https://www.google.com/travel/hotels/entity/CgoIp_uGjqeilrEjEAE,verified_direct,2026-08-26,carried over from v1 (already live-verified in phase 1/2),phase1_2_manual_or_prior,100,
