otel_adi,yorum,hizmet,tarih,puan
Sami Beach Hotel,"Öncelikle şöyle başlıyayım arkadaşlarımla birlikte üniversite etkinliği kapsamında 3 Gece 4 Gün otele gittik. İlk girdiğimizde Anex oda tipini istemediğimizi ısrarla belirtmemize rağmen öğrenci olduğumuz hiç hor görülüp anex oda tipindeki odalara bir sürü halinde yerleştirildik. Odaya ilk girdiğimizde anahtarın bu odaya ait olmadığını ve değiştirmeleri gerektiğini söylediler fakat anahtar kapıyı açmıştı 😁 Her neyse yerlerde çekirdek çöpleri banyo duvarlarında saçlar ve kıllar odanın içinde yoğun bir şekilde saran rutubet kokusu hakimdi ve ilk girdiğimizde odadaki klima yeni takılmış olmasına rağmen klima çalışmıyordu. Rutubetten dolayı 3 gün boyunca gece klima açık bir şekilde üstümüzde çifter çifter battaniyelerle yatmaya mecbur bırakıldık. Arkadaşlarımızdan bazılarınında odalarını böcek bastığı için değiştirmek zorunda kaldırlar. Bu sorunları Resepsiyon Müdürü Sayın ADEM BEY’e ilettiğimizde bize verilen yanıt şu oldu “Kardeşim otelle alakalı bu kadar sıkıntınız varsa geldiğiniz turla konuşun sizi başka bir otele alsınlar”. Peki Adem Bey o zaman siz neden orda müdürsünüz 🤣🤣 Otelde kaldığımız 3. Gün yanımızda gelen kız arkadaşlarımızdan bir kaçına otel çalışanları taciz yöneliminde laf attı ve bazılarını gece boyunca perdenin arkasında gözetlediler. Biz bunu otel müdürüyle görüştüğümüzde “Sizin kaldığınız odaların olduğu yerde kamera sistemimiz yok, siz bugün dinlenin ben araştıracağım, yarın sabah 9 da gelin ben size yardımcı olacağım” dedi fakat tahmin edin ne oldu. Bize sabah 9 da odama gelin diye Sayın Otel Müdürümüz sabah saat 7 den öğlen 12 ye kadar otelde yoktu. 😁 Ve bize sabah 9 da gelin derken o gün içinde öğlen 12 de çıkışımız olduğunu defalarca kez söyledik ve yardımcı olacağına dair söz vermişti.. Otelden çıkmadan hemen önce otelin çıkış kapısında Resepsiyon Müdürü Sayın Adem Bey ve Anex Oda tipinin bölge Müdürü vardı onlara Otel Müdürünün nerede olduğunu sorduk Müdür Beyi aradıklarında ondan şöyle bir yanıt aldık “Benim misafirim var şuan sizinle uğraşamam” diyip telefonu suratımıza kapattı. Otel çalışanlarının hepsi olmasada bi kısmının ahlakının olmadığını ve bunu bize karşı hiç çekinmeden savunduğunu göstermiş oldu. Yani işin özeti Otelin tek güzel yanı aç kalmayacak olmanız ve denize sıfır olması bunun haricinde ne temizlik konusunda ne müşteri memnuniyeti nede iş ahlakında iyi değiller. Özellikle ailelere ve gençlere tavsiye etmiyorum. Bedava gidecekseniz Mükemmel bir tatil olur. Rezervasyonunuz varsada şimdiden iptal etmenizi öneririm. Bizim başımıza gelmez demeyin çünkü biz dedik ve sonuçları bu şekilde oldu.","Odalar1,0Hizmet1,0Konum2,0",Google üzerinde 2 ay önce,1/5
Sami Beach Hotel,"Otel konum olarak iyi bir mevkide
Çalışanlar yeterli ve yardım sever
Yemekleri güzel … Devamı",,Google üzerinde 2 hafta önce,5/5
Sami Beach Hotel,Ben sami beach oteli dördüncü defa ziyaret ediyorum ve cok memnunum. Otel çok eski ve elbette yenilenmesi gereken bazı odalar var ama restore olmuş odalar fevkalade. Tüm personel gerçekten Tüm PERSONEL dörtdörtluk. …,,Tripadvisor üzerinde bir ay önce,5/5
Sami Beach Hotel,Aile odasında kaldık çift kişilik yatak tek yataklarla birleştirilmiş ortadan ikiye ayrılıyor çok rahatsız oğlum yatağa sığamadı odada adım atamıyorsunuz okadar küçük ki eşyalarınız bile sığmıyor fotoğrafa koydukları odayla alakası yok … Devamı,,Google üzerinde bir ay önce düzenlendi,1/5
Sami Beach Hotel,Otel gerçekten çok güzel. Odamız üç kişilikti. Temizdi zaten her gün temizlendi. Kendi plajı olması büyük fırsat. Yemekler zaten harikaydı. Personeller de çok iyiydi her şeye yardımcı oldular sorunları kısa sürede çözdüler. Özellikle valeye teşekkür ediyorum yardımları için 🙏,Otelde öne çıkanlarMuhteşem manzara · Sessiz · Büyük fırsat,Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Tur ile gideceklerin dikkatine. Otel kendi müşterilerinin odalarını düzgün seçiyor ve tur ile gelenlerinkini denizden uzak ve harabe olan odalara yerleştiriyor. Sizin turun anlaşması bu odayla diyip. Yıkık dökük bir baraka gibi odaya … Devamı,,Google üzerinde 2 ay önce,1/5
Sami Beach Hotel,Arkadas grubu ile geldik ve unutulmaz bir tatil oldu tüm iş stresını burda unuttuk bugun son gün ve hiç donmek istemiyoruz arkadas grubu olarak en mutlu olduğumuz konu otel merkez de olmasi arabaya hiç ihtiyaç olmadi aksam showlari … Devamı,,Google üzerinde 3 hafta önce,5/5
Sami Beach Hotel,"Otelden gayet memnun kaldık, fiyat performans oteli, konum olarak çok iyi yerde..
Çalışanların hapsi ilgiliydi, animasyon ekibinden Merve hanıma ilgisinden dolayı teşekkür ederim.","Odalar4,0Hizmet5,0Konum5,0",Google üzerinde 3 hafta önce,5/5
Sami Beach Hotel,Sami beach otelde 4. Senem. Senede 2 kere geliyorum bundan sonra da tabikide başka yere gitmem. Otelin konumu çok güzel sahile 0 havuzlu. Yemekler çok lezzetli anne yemeklerini hatırlatıyor bana ve seçenek fazlalığı da var. …,,Tripadvisor üzerinde bir ay önce,5/5
Sami Beach Hotel,Otelden çok memnun kaldım. Yemekler çok güzel . Çalışan personel güler yüzlü ve her konuda yardımcı olmaya çalişiyolar.otelin konumu çok iyi denize sıfır.Otel personeli Devran Beyin ilgisi her konuda yardımcı olması özellikle belirtmem gereken bir durum,,Tripadvisor üzerinde bir ay önce,5/5
Sami Beach Hotel,"Odalar o kadar eski ki anex odada kaldık otelin karşısında yol geçiyor aradan, odalarda örümcekler var. Tuvaletin kapısı kapanmıyor. Klima desen sürekli arıza veriyor. Arkadaşın oda kapısı bile kitlenmiyordu. Bay konaklama alırsın tamam ama … Devamı",,Google üzerinde 2 ay önce,2/5
Sami Beach Hotel,"Otel konum olarak iyi bir mevkide
Çalışanlar yeterli ve yardım sever
Yemekleri güzel
Plaji kendine ait denizi güzel hemen derinlesmiyor
Odalar temiz düzenli lüks bir eşya beklemeyin yeteri düzeyde sağlam ve kullanisli bir oda
Ben 5 gün kaldım gayet memnun olarak ayriliyorum","Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Sessiz · Çocuklar için uygun",Google üzerinde 2 hafta önce,5/5
Sami Beach Hotel,Aile odasında kaldık çift kişilik yatak tek yataklarla birleştirilmiş ortadan ikiye ayrılıyor çok rahatsız oğlum yatağa sığamadı odada adım atamıyorsunuz okadar küçük ki eşyalarınız bile sığmıyor fotoğrafa koydukları odayla alakası yok birde 2 bin tl fazla ödüyorsunuz eşyalar çok eski mecbur olduğumuz için kaldık ömrümün en zor tatili sanırım yemekler lezzetli şimdi yorumda okudum hastanede bitti tatil diye korktum garson arkadaşlar ilgili temizlik görevlileri ilgili geri kalanı boş.,OdalarOdalar aile için çok küçük ve eski,Google üzerinde bir ay önce düzenlendi,1/5
Sami Beach Hotel,Tur ile gideceklerin dikkatine. Otel kendi müşterilerinin odalarını düzgün seçiyor ve tur ile gelenlerinkini denizden uzak ve harabe olan odalara yerleştiriyor. Sizin turun anlaşması bu odayla diyip. Yıkık dökük bir baraka gibi odaya koyuyor. Kapalı cezaevinden daha kötü diyebilirim.İçerisindeki herşey eski çalışmayan bozuk eşyalar . Ruhunuz daralır. Yemek çeşitleri fazla ama yenecek gibi değil. Et çeşitleri hep hindi ile alakalı. Hindi çiftlikleri var sanırım. Plajındaki deniz çok pis girer girmez sazlık bataklık gibi çalı çırpı dolu. Onun haricinde konumu güzel personeller saygılı ve ilgiliydi.,"Odalar1,0Hizmet2,0Konum2,0
OdalarBerbat ötesi cezaevlerinden daha kötü
Yakındaki etkinliklerGece clupleri
GüvenlikYok
Yürüme olanaklarıVar
Yiyecek ve içeceklerİdare eder
Önemli ayrıntılarTur ile gitmeyin ve gençler için uygun değil",Google üzerinde 2 ay önce,1/5
Sami Beach Hotel,Arkadas grubu ile geldik ve unutulmaz bir tatil oldu tüm iş stresını burda unuttuk bugun son gün ve hiç donmek istemiyoruz arkadas grubu olarak en mutlu olduğumuz konu otel merkez de olmasi arabaya hiç ihtiyaç olmadi aksam showlari eğlenceli gecti gündüz aktivite ler güzeldi ve anımasyondan orkun bey selamlar sag olsun baya ilgilendi ve otelde genel olarak tüm personel güler yüzlü yardim sever tavsiye ederim,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 3 hafta önce,5/5
Sami Beach Hotel,"Odalar o kadar eski ki anex odada kaldık otelin karşısında yol geçiyor aradan, odalarda örümcekler var. Tuvaletin kapısı kapanmıyor. Klima desen sürekli arıza veriyor. Arkadaşın oda kapısı bile kitlenmiyordu. Bay konaklama alırsın tamam ama 5 sapta almazsın. Yemekleri enteresan şekilde iyiydi, çok az çeşit vardı ama yenilebilirdi. Kendine ait plajı olması ve konumundan dolayı tercih ettik tekrar gelmeyiz.","Odalar1,0Hizmet3,0Konum3,0
OdalarAnex oda tercih etmeyin",Google üzerinde 2 ay önce,2/5
Sami Beach Hotel,6 günlük tatilimiz de hiç bir aksaklık yaşamadik merkezde olması gayet iyi otelin sahili süper köpük partisi gayet güzeldi yeme içme kalitesi gayet iyi animasyon showlari güzel vakit geçirmemize sebep oldu ve animasyon ekibinden Orkun kardeşimiz de sag olsun çok sıcak kanli bir arkadaş otelin tüm ekibi güler yüzlü ve yardım sever,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 hafta önce,5/5
Sami Beach Hotel,Otelin atmosferi huzurlu aynı zamanda eğlenceli aktivitelerde oldukça keyifliydi otelde bir hafta kaldık ailemle çok güzel vakit geçirdik Deniz çok güzeldi Odalar denize sıfır yemekler Harikaydı çok çeşitliydi kimsenin aç kalması mümkün … Devamı,,Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Otel konum olarak çok iyi bir yerde. Dışarıdan olacak bütün ihtiyaçlara kolayca ulaşabiliyorsun. 2 aile olarak 5 gece konaklama yaptık. Fiyat performans garantili bir tatil oldu. Yemekleri ve bütün personelin hizmeti çok iyiydi. Güler yüzlü … Devamı,,Google üzerinde 2 ay önce,5/5
Sami Beach Hotel,Otele tur sayesinde geldik ve otel li gercekten cok begendik otel de tüm personel güler yüzlü yeme içme gayet iyi aksam showlari cok iyidi otelde sikilmiyorsunuz ve otel direk carşi içinde o cok iyi ve animasyon ekibinden orkun bey ilgisi ve güler yüzlü olmasi ayrı bizi mutlu etti tavsiye ederim,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 hafta önce,5/5
Sami Beach Hotel,Yemekler aşırı lezzetliydi vale abi çok yardımcı oldu resepsiyonda çalışanlar çok tatlıydı kısa saçlı kız favorimdir. Anex oda tercih ederseniz yemekhane ve plajdan uzakta kalıyosunuz o yüzfen bahçe ya da havuz manzaralı olanları tercih … Devamı,,Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Haziran ayında gitmiştik calısanlar ilgili güler yuzlu yemekler mükembel ötesi ceşit çok ve çok nezetli yapanların eline saglık sadece odalar çok eski oda kapısında sorun yasadık ve sineklik yok benim için çok önemli oda dısında bir problem yasamadık,"Odalar2,0Hizmet5,0Konum5,0
Otelde öne çıkanlarSessiz …Devamı",Google üzerinde bir ay önce,4/5
Sami Beach Hotel,"Tam bir fiyat performans oteli lokasyonu çok iyi ,denizi pırıl pırıl yemekleri beğendik ,ailecek tatil yaptık memnun kaldık özellikle vale arkadaş oldukça ilgiliydi belli ki işinin profosyoneli ayrıca teşekkür ederiz","Odalar4,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Otelden genel anlamda memnun kalmadık odalar çok küçük ve lobide giriş yaparken o kadar çok beklettiler ki beklerken uyuduk arabanızla ilgilenen vale müdürü çok ilgilendi kendisine çok teşekkür ediyoruz,"Odalar1,0Hizmet1,0Konum5,0",Google üzerinde bir ay önce,1/5
Sami Beach Hotel,Otelde 3 gün kaldım. Bizi arka tarafta yolun karşısında en üst kata yerlestirdiler. Ordan havuza inmek ölüm apayrı bir alan. 2. Gün gecesi odamıza giremedik hatta binaya dış kapı kirlenmiş ve anahtarı bulamadılar 2 saat orda bekledik. Ne … Devamı,,Google üzerinde 2 ay önce,1/5
Sami Beach Hotel,"Otel güzel, denizi temiz. özellikle personeller güler yüzlü ve çok yardımcılar. Volkan bey hem tekne turumuz hemde araba konusunda çok yardımcı oldu çevre hakkında bilgiler verdi. Kat görevlisi gül hanım ayrıca bizimle ilgilendi tüm ihtiyaçlarımızı anında halletti ikisinede çok teşekkür ederiz. Keyifli bir tatil geçirdik.","Odalar5,0Hizmet5,0Konum5,0 …Devamı",Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Otelin atmosferi huzurlu aynı zamanda eğlenceli aktivitelerde oldukça keyifliydi otelde bir hafta kaldık ailemle çok güzel vakit geçirdik Deniz çok güzeldi Odalar denize sıfır yemekler Harikaydı çok çeşitliydi kimsenin aç kalması mümkün değil her saat bir şeyler çıkıyor odamız her gün temizlendi personel çok ilgiliydi hepsini teşekkür ederim Çok güzel bir tatil geçirmeme sebep oldu herkese tavsiyeederim,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Sami Beach Hotel,"Otel konum olarak çok iyi bir yerde. Dışarıdan olacak bütün ihtiyaçlara kolayca ulaşabiliyorsun. 2 aile olarak 5 gece konaklama yaptık. Fiyat performans garantili bir tatil oldu. Yemekleri ve bütün personelin hizmeti çok iyiydi. Güler yüzlü ve ilgiliydiler. Özellikle restoran bölümündeki dudu, bar kısmındaki kerem ve vale bey çok ilgiliydiler. Odaları düzenli olarak temizlediler. Herşey çok güzeldi.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun · Büyük fırsat",Google üzerinde 2 ay önce,5/5
Sami Beach Hotel,Yemekler aşırı lezzetliydi vale abi çok yardımcı oldu resepsiyonda çalışanlar çok tatlıydı kısa saçlı kız favorimdir. Anex oda tercih ederseniz yemekhane ve plajdan uzakta kalıyosunuz o yüzfen bahçe ya da havuz manzaralı olanları tercih etmenizi öneririm. Tek şikayetim sürekli bi alkol devamlılığı varken soğuk kahveler için böyle değildi onun dışında her şey çok güzeldi tavsiye ederim ilk gün bi aşışma süresi var sonra çok tatlı,"Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara
OdalarAnex oda tercihiniz plaj kısmına uzak kalıyor
Yakındaki etkinliklerBarların bol bulunduğu bi alan etrafta kahve içilecek çok az alan mevcut
GüvenlikGüvenli
Yürüme olanaklarıÇevresi yürünerek gezilir dolmuşlarda önünden geçiyor
Yiyecek ve içeceklerYemekler aşırı güzeldi tek sıkıntısı sürekli alkol dağıtımı varken soğuk kahveyi ücretli almanız gerekiyor onun dışında sürekli bi yemek faslı var ve aşırı lezzetli
Önemli ayrıntılarVale abimiz çok ilgili ve tatlı biriydi çok yardımcı oldu, resepsiyonda ki çalışanlar çok ilgili ve çok tatlıydı kısa saçlı bir kız vardı favorim gayet memnun kaldık",Google üzerinde bir ay önce,5/5
Sami Beach Hotel,Otelde 3 gün kaldım. Bizi arka tarafta yolun karşısında en üst kata yerlestirdiler. Ordan havuza inmek ölüm apayrı bir alan. 2. Gün gecesi odamıza giremedik hatta binaya dış kapı kirlenmiş ve anahtarı bulamadılar 2 saat orda bekledik. Ne içerden biri çıkabilir ne dışardan biri girebilir. Bir yangın acil durum olsa kaldınız orda. Ve ben son gece iki arkadaşım da dahil otelin yemeklerinden zehirlendik. Çalışanlarından aldığımız duyuma göre bizim gibi zehirlenme vakasını yaşayan insanlar olmuş. Kimsenin vebaline girmek istemem bu konunun çok acil araştırılmasını istiyorum çünkü biz ölümden döndük. Başka kimsenin yaşamaması dileğiyle.,"Odalar1,0Hizmet1,0Konum5,0",Google üzerinde 2 ay önce,1/5
