otel_adi,yorum,hizmet,tarih,puan
Selvi Bodrum,"Otel kısmında kalmadığım için odalar konusunda bir yorum yapmak istemiyorum. Beach kullanımı için teşekkür etmek isterim. Harcama limitli makul bir fiyat. Performans harika, çalışanlar çok yardımsever. Bizimle ilgilenen Ahmet Beye ve Vahap … Devamı",,Google üzerinde 3 yıl önce düzenlendi,5/5
Selvi Bodrum,"Severek gidiyoruz günü birlik kullanım için kurabiyesi harika
Çocuk oyun alanı çok iyiydi ama oyuncaklar bakımsızlaşmaya başladı","Hizmet5,0Konum5,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 11 ay önce,5/5
Selvi Bodrum,"3 Günlük bir tatil için ayarladığımız üç yıldızlı bir otel olan Selvi'de 3 yıldızlı bir hizmet aldık. Odaları tatil için yeterli ve ferah. Konumu, denizi ve tesisleri de beklentilerimizi karşıladı. Ancak hizmet anlayışları ve yavaş … Devamı",,Google üzerinde 4 yıl önce,3/5
Selvi Bodrum,Öncelikle otel zaten fotoğraflarda gördüğünüz gibi. Tertemiz her gün odalar temizleniyor çarşaf havlu değiştiriliyor. Konum olarak biz dolmuş kullandık arabası olanlar için zaten sorun olmayacaktır. Yemekler güzel kahvaltı yeterli. Biz … Devamı,,Google üzerinde 2 yıl önce,5/5
Selvi Bodrum,"Daha önce gelmiştim.
Yani son bir kaç yıl.
Çok güzeldi. … Devamı",,Google üzerinde bir yıl önce,2/5
Selvi Bodrum,çok güzel ağaçlar içinde bir işletme. çocuklu aileler için çok uygun hem deniz hem havuz imkanı var.garsonlar biraz amatör olsada iyi çalışıyorlar. çöp şiş ve saç kavurması çok iyiydi. içi muhallebili sıcak kurabiyesi efsane..,"Hizmet4,0Konum4,0
Otelde öne çıkanlarÇocuklar için uygun
Yiyecek ve içeceklerLezzetli…",Google üzerinde 2 yıl önce düzenlendi,4/5
Selvi Bodrum,"Konum anlamında deniz sıfırdır. Giriş için 300 tl ücret alınırken, 600 tl harcama limiti vardır.
Kasa kısmında kart içerisine para yüklenmekte, gün içerisinde harcamalarınızı o karttan düşmektedir, gün sonu kasada kart teslimi esnasında eksi bakiye olursa ödeme almaktalar.
Araç için 3 tane otopark var, bizim araç koyduğumuz alan toprak ve bozuktu fakat park edilebilecek şekildeydi.
Gün içerisinde kurabiye dağıtımı oldu gayet lezzetliydi.
Fırın tarafında pide pizza vs siparişi ise saat 6 ya kadar verilebilmektedir.
Günlük kullanım için uygun bir yerdir.","Hizmet5,0Konum5,0
Otelde öne çıkanlarÇocuklar için uygun
GüvenlikAlan kameralar ile izlenmektedir
Yiyecek ve içeceklerTatlıları beğenmedim.",Google üzerinde 2 yıl önce,5/5
Selvi Bodrum,"24-27 Temmuz tarihlerinde 3 gece konakladık. Tesis genel olarak çok güzel. Denize sıfır, şezlong&şemsiye yeterli sayıda, çok iştahlı biri olmadığım için kahvaltı çeşitliliği de benim için yeterliydi. Ancak kaldığımız odanın tuvaletinde sıkıntı vardı, sifon su basıncı düşüktü ve musluğu çalışmıyordu. Personelin de ilgili ve güleryüzlü olduğunu söyleyemeyeceğim. Giriş sırasında hiçbir tesis tanıtımı falan yok yeri -yönü hep kendimiz bulduk. Çünkü sorduğunuzda personel öyle garip davranıyor ki sanki ben çalışanım onlar misafir de benim bu bilgilere sahip olmam lazım. Bir de sanırım sahilde menü 1 tane var. Elden ele yaklaşık 15 dkda menü bize geldi. Siparişimiz geldiğinde de yemek için ideal yer olmadığını da gördük. Atıştırmalık tabağı çok küçük ve özensizdi. Tatilden beklentinize göre değişir tabi ama benim aşırı memnun kaldığım bir yer değildi.","Odalar3,0Hizmet2,0Konum5,0",Google üzerinde 5 yıl önce,3/5
Selvi Bodrum,"Otel kısmında kalmadığım için odalar konusunda bir yorum yapmak istemiyorum. Beach kullanımı için teşekkür etmek isterim. Harcama limitli makul bir fiyat. Performans harika, çalışanlar çok yardımsever. Bizimle ilgilenen Ahmet Beye ve Vahap Beye teşekkür ederim. Taş fırındaki ürünler harika. Adana dışında yediğim en iyi lahmacun. Havuz, çimlik alan ya da iskele hepsi ayrı güzel.","Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarSessiz · Çocuklar için uygun
Yiyecek ve içeceklerÜrünler taze ve özenli hazırlanmış.",Google üzerinde 3 yıl önce düzenlendi,5/5
Selvi Bodrum,"3 Günlük bir tatil için ayarladığımız üç yıldızlı bir otel olan Selvi'de 3 yıldızlı bir hizmet aldık. Odaları tatil için yeterli ve ferah. Konumu, denizi ve tesisleri de beklentilerimizi karşıladı. Ancak hizmet anlayışları ve yavaş servisleri tatil boyunca canımızı sıktı. Odamızı tuttuğumuz akşam kahvaltıların saat 10'a kadar olduğu bize söylenmedi ve ilk günkü kahvaltımızı kaçırdık. Ertesi gün kahvaltı için indiğimizde açık büfenin artık pek de açık olmadığı plexiyle çerçevelenmiş büfeleri görünce şaşırdık. Karşınızda sizin için kahvaltı tabağını dolduran bir görevlinin ""kaç tane zeytin, aded söyleyin"" şeklindeki tavrı da bize yönetimin pimpirikliği konusunda gerekli intibayı verdi. Hizmet sektöründe çalışanların aşırı sirküle olduğu bir dönemde buna da şükür diyip denizin, güneşin ve tadını alamadığımız kahvaltının keyfine vardık. (Kahvaltıda verdikleri hiçbirşey yenilecek gibi değildi, hepsini otelin diğer misafirleri olan kedi ve köpeklerle paylaştık, onlar da afiyetle yediler).","Odalar3,0Hizmet3,0Konum4,0",Google üzerinde 4 yıl önce,3/5
Selvi Bodrum,Öncelikle otel zaten fotoğraflarda gördüğünüz gibi. Tertemiz her gün odalar temizleniyor çarşaf havlu değiştiriliyor. Konum olarak biz dolmuş kullandık arabası olanlar için zaten sorun olmayacaktır. Yemekler güzel kahvaltı yeterli. Biz otelden memnun ayrıldık önümüzdeki tatil planlarımda bu otel yer alacak. Ayrıca çalışanlarda saygılı ve ilgiliydi 👍,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 yıl önce,5/5
Selvi Bodrum,"Daha önce gelmiştim.
Yani son bir kaç yıl.
Çok güzeldi.
Her şey çok hoşuma gitmişti.
Bu yüzden bir daha geldim.
Fakat bu sefer çok Cince bir şey ile karşılaştım.
İnterneti odalara vermiyorlar.
Odadan çıktığımda internet full çekiyor,fakat odada çekmiyor.
Size de internette problem var diyorlar odadan çıkartmak için!
Ben genelde oda siparişi veren bir bayanım.
Fakat vermemeye ve bir daha gelmemeye karar verdim.
Oda temizliği güzel.
Ona hiç bir lafım yok bu arada.
Son bir günüm kaldı.
Bir an önce bitmesi için can atıyorum.",,Google üzerinde bir yıl önce,2/5
Selvi Bodrum,Konumu çok güzel. Eski ama temizliği de fena değil. Çalışanlar kibar. En büyük sıkıntısi aşırı sivrisinek var resmen istilaya uğruyorsunuz tek çözümleri ücretsiz sinkov vermek :) sıkıntılarından birisi de duş sularının tuzlu akmasi. Dişinizi fırçalıyorsunuz tuzlu suyla kötü bı his. Tekrar tercih etmem,Otelde öne çıkanlarÇocuklar için uygun,Google üzerinde bir yıl önce,3/5
Selvi Bodrum,"Prof. Dr. Çağatay Çağlar Göz Hastalıkları Uzmanı
Google üzerinde 4 yıl önce",,Google üzerinde 4 yıl önce,
Selvi Bodrum,"30 metre içinde oda, havuz, deniz, bahçe, restoran, kitaplık kısacası tüm ihtiyaçlarınızı giderebileceğiniz şirin bir tatil oteli. Minderler palmiye ağaçlarının etrafına seriliyor ve denize karşı bahçenin tadını çıkartabilirsiniz. Özellikle çocuklu ailelerin rahat edebileceği bir yer. Personeller kibar, işletmeci Macide hanım çok nazik ve harika bir ev sahibi. Kahvaltı yeterli, yoğun zamanlarda biraz koşturmacalı. Gölköy merkez yürüme mesafesinde. Yine Biraz uzun bir yürümeyle ya da taksiyle Türkbükü yakın mesafede. Sahil boyunca kumsaldan yürürseniz birçok beach ve restoran alternatifide mevcut ama otelin mutfağıda gayet iyi. Biz ailemizle burda olmaktan büyük keyif alıyoruz…","Odalar4,0Hizmet5,0Konum5,0",Google üzerinde 4 yıl önce,5/5
Selvi Bodrum,"Denizi çok temiz ve her yaşa uygun. Personel ilgisi iyi düzeyde. Menüde yer alan bir çok ürünü denedik ve hepsinden memnun kaldık, ürünlerin lezzeti çok iyi. Plaj temiz, duşlar çok iyi durumda. Kişi başı diğer mekanlara görede ortalama bir fiyatı var yani fiyatlar diğer mekanlara kıyasla çok yüksek değil. Saat 17.00da servis edilen muhallebili kurabiye ise buraya özel ve muhteşem bir tat. Tüm gün buradaydık ve çok mutlu ayrıldık...",,Google üzerinde 5 yıl önce,5/5
Selvi Bodrum,Otel güzel konsept çok güzel gayet memnun kaldık teşekkürler. Hava biraz rüzgârlı olduğu için deniz dalgalıydı.,"Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 10 ay önce,5/5
Selvi Bodrum,"otelde 5 gece konakladım. odadaki yatak son derece rahatsız edici iki tekli yatağın birleştirilip tek bir yatak haline getirmeye çalışmışlar. bel ağrısıyla güne başlıyorsunuz. bunun dışında yan odalardaki tüm sesler kapı açma, yürüme, dolap açma gibi detay sesleri bile malesef duyabiliyorsunuz... kaldı ki konuşma, bebek ağlamasından hiç bahsetmiyorum bile... kahvaltıyı kendiniz alamıyorsunuz açık büfe olmasına rağmen her şey görevli tarafından veriliyor. seçenek olarak hep aynı şeyleri sunuldu. kahvaltıda bile suya para ödemek oldukça saçmaydı.. iyi olan şeyler otelin içindeki yeşillik alanı ve denize sıfır olan konumuydu... denizde sürekli dalgalı ve soğuktu...","Odalar1,0Hizmet2,0Konum4,0",Google üzerinde 3 yıl önce,2/5
Selvi Bodrum,Daha önce de gelmiştim ancak gereksiz pahali bir menüsü var. İlgi sıfır. Siparis vermek icin beklemeniz gerek. Bodrum da turist olmamasina laf ediliyordu . Artık o paraları yerli halktan almaya baslamissiniz tebrikler,"Hizmet1,0Konum3,0",Google üzerinde 2 yıl önce,2/5
Selvi Bodrum,Çalışanlar çok iyi ancak otel çok bakımsız. Yan odada horlayan adam yanındaymış gibi hissettirip uykunu kaçabiliyor yataklar yastıklar aşırı konforsuz.,,Google üzerinde bir yıl önce,2/5
Selvi Bodrum,"2 günlüğüne tatil yapmaya geldiğim otel. Odanın kapısını açınca yüzünüze bir nem kokusu vuruyor. Odalar eski , temizliğide biraz eksik. Sahildeki hizmet çok zayıf. Sahilde bulunan restoran kesinlikle fiyat performans değil. Ne kadar yüksek tutarlarda ödeseniz karşılığını alamıyorsunuz. Denizi güzel ve temiz.","Odalar1,0Hizmet1,0Konum3,0",Google üzerinde 2 yıl önce,1/5
Selvi Bodrum,Beach tarafını kullandık. Fiyat performans iyi diyebilirim. Kişi başı 150 tl alıyolar ancak harcama limitli. Yani verilen parayı yeme içme de kullanabiliyorsunuz. Denizi bıraz dalgalı ve taşlık. Ek olarak otelin küçük havuzundan yararlanabilirsiniz. Tesise kızgın olduğum tek konu konaklayan müşterilere akşam yemeği için sahile masa atıyolar. O sırada şenzongları kaldırıyolar. Biz görmeden (saat 17.30 civarı!) şenzongumuz kaldırılmış ve eşyalarımızı denizden topladık malesef.,,Google üzerinde 5 yıl önce,3/5
Selvi Bodrum,"Temiz bir isletme, denizin dibinde, fiyatlar yüksek. Cocuklu ailelere uygun ortam. Oda temizligi ve otelin genel temizligine diyecek laf yok. Oda icerisinde herhangi bir sorun yasamadik. 1dakkada odankzdan denize varabiliyorsunuz. Cim alandaki minderlerde uzanip coluk cocuk keyif yapabilirsiniz. Kahvalti saatleri sonrasinda buraya da yemek servisi yapiliyor. Firindan teze cikan lahmacunu guzel. Tatil boyunca bir tek burada corba icebildik, genel olarak mutfak basarili ve yemeklerdeki malzeme kalitesi iyi. Disardan gunu birlik de giris aldigi icin fiyatlar biraz yuksek. Bir harcama karti veriyirlar giriste ve harcamalarinizi bu karta yukleme yaparak gerceklestiriyorsunuz. Guzel bir sistem.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 3 yıl önce düzenlendi,5/5
Selvi Bodrum,"21 Eylül'de düğünümüzü Selvi Hotel'de yaptık, Aralık 2023'den beri iletişimde olduğumuz ve düğünün her ayrıntısı için destek veren Semih bey ve tüm ekip sayesinde hayallerimizin ötesinde bir düğün oldu. …",,Tripadvisor üzerinde bir yıl önce,5/5
Selvi Bodrum,"Tesis, odalar ve deniz çok iyi ancak bence işletme olarak geliştirilmesi lazım. Sahilde otururken canınız bir şey çektiyse servis elemanı bulmak zor. Kahve çeşidi olarak sütlü nescafe, filtre kahve ve Türk kahvesi seçenekleri var sadece. … Devamı",,Google üzerinde 7 yıl önce,3/5
Selvi Bodrum,"Gidip kafa dinleyebileceğiniz, konumuyla, çalışanlarıyla, ürünleriyle ve temizliğiyle sizi tatmin edebilecek bir otel... Odaları gayet temiz ve düzenli. Yatak çarşafları, yastık yüzleri yeni. Banyo ve tuvalet de gayet temiz. Kulak çöpü, … Devamı",,Google üzerinde 4 yıl önce,5/5
Selvi Bodrum,Giriş ferah park sorunu yok.resepsiyon kibar. Hem havuz hem deniz imkanı var. Yiyecekler lezzetli.manzarası rahatlatıcı.wc ve duş biraz vasat. Çimlerde şezlong masa olması güzeldi.ortalama fiyatlı.servis hızlı. Garsonlar kibar saygılı..,,Tripadvisor üzerinde 2 yıl önce,4/5
Selvi Bodrum,Plajını kullanmak için gittim. Otelinde konaklamadım. Kurabiyeleri efsane bu konuda diyecek sözüm yok. Ancak mönüde sodaya 30 tl yazıyordu. Biz de churchill istedik ve gelen fişte 80 tl olduğunu gördük. Nedenini sorduğumda da işin içine … Devamı,,Google üzerinde 3 yıl önce,3/5
Selvi Bodrum,"Acıbadem'e MR için gitmem lâzımdı, tercihim Selvi oldu. 9 yıl sonra yine dost yüzler gördüm, sevindim. Aile büyümüş, ama SB de gelişmiş. Yaz yorgunu olsalar da samimiyet güzeldi. 5 gün orada konaklayıp yemek yedik. …",,Tripadvisor üzerinde 3 yıl önce,4/5
Selvi Bodrum,"cok iyi otel odalar günlük temizleniyor havlular günlük yenileniyor
denize sıfır havuzuda var barı var kahvaltısı onlardan
yemekler biraz pahalı. kurabiyesi cok güzel ama 2 tanesi 25 tl.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir yıl önce düzenlendi,5/5
Selvi Bodrum,Otelin beach kısmı için gittik gayet sakin ve güzeldi.Girerken kişi basi en az 200 tl olacak şekilde otelin kartina para yükletmeniz gerekiyor sonrasinda bunu harcayacabiliyorsunuz .Tabii yetmedi kartta eksiye düşme gibi bi durum var … Devamı,,Google üzerinde 4 yıl önce,4/5
Selvi Bodrum,Düğün için 2 gece konakladık. Oda imkanları yeterli her gun 2 sise su biraktilar. Gunluk temizlikte gorevliler ugradigi soylendi ancak kimse gelmeyince ben arayip talep ettim. Kahvaltisi yeterli gorevli kisiler servis ediyor yogunluk … Devamı,,Google üzerinde 3 yıl önce,3/5
Selvi Bodrum,"Gerçekten işletmecilik konusunda sınıfta kaldı.
3 yaşında Çocuğum için odaya bir bardak ve kettle istedim. Getirilen malzemelerin hijyenini iki fotoğraf ile yorumlayabilirsiniz.","Odalar1,0Hizmet1,0Konum1,0",Google üzerinde 2 yıl önce,1/5
Selvi Bodrum,"Tesis, odalar ve deniz çok iyi ancak bence işletme olarak geliştirilmesi lazım. Sahilde otururken canınız bir şey çektiyse servis elemanı bulmak zor. Kahve çeşidi olarak sütlü nescafe, filtre kahve ve Türk kahvesi seçenekleri var sadece. Kahvaltısı zayıf çünkü biten yemekler geç yenileniyor, kaldiki 10 'da toplanmaya başlıyor kahvaltı. Sezlonglar ve yan sehpahalar kirli, kaç gündür ben temizliyorum. Adisyonu iyi takip etmek lazım. Servis elemanlarının adisyona imza attirmaya çalışmaları çok itici. Odaların ve tesisin genel temizliği, peyzaj ve ambiyans çok iyi. Öğle yemeklerinde çıkan ""günün menüsü"" çok güzel. Kaç gündür başka yemek yiyemez olduk. 17:00 de çıkan muhallebili kurabiye ise efsane! Dönünce ben de deneyeceğim",,Google üzerinde 7 yıl önce,3/5
Selvi Bodrum,"Gidip kafa dinleyebileceğiniz, konumuyla, çalışanlarıyla, ürünleriyle ve temizliğiyle sizi tatmin edebilecek bir otel... Odaları gayet temiz ve düzenli. Yatak çarşafları, yastık yüzleri yeni. Banyo ve tuvalet de gayet temiz. Kulak çöpü, havlu, poşet gibi tüm ihtiyaçlarınız oda içerisinde mevcut. Kahvaltı için ürünler gayet yeterli. Akşam yemeğini deneyimleyemedim ama o da gayet güzeldir zannımca. Tatlı kedi ve köpekler de tatilinizi güzelleştirmekte. Çalışanları da gayet kibar ve temiz.",,Google üzerinde 4 yıl önce,5/5
Selvi Bodrum,Plajını kullanmak için gittim. Otelinde konaklamadım. Kurabiyeleri efsane bu konuda diyecek sözüm yok. Ancak mönüde sodaya 30 tl yazıyordu. Biz de churchill istedik ve gelen fişte 80 tl olduğunu gördük. Nedenini sorduğumda da işin içine girince emek giriyor dediler. Gerçekten büyük bir emek var. Sodayı açıp içine çok büyük zorlukla limon sıkıp üzerine de Nusret gibi tuz atmışlar. Way anasını anlatırken bile zorlandım. Gerçekten büyük iş başarmışlar. Çok teşekkürlerr. Minik bir tavsiye churcill içeçekseniz limon ve sodayı ayrı ayrı isteyip kendiniz karıştırın :) bu arada onun dışınfaki fiyatlarda oldukça makul. Tabi bu arada içeride harcama limiti 500 tl.,"Konum3,0",Google üzerinde 3 yıl önce,3/5
Selvi Bodrum,Otelin beach kısmı için gittik gayet sakin ve güzeldi.Girerken kişi basi en az 200 tl olacak şekilde otelin kartina para yükletmeniz gerekiyor sonrasinda bunu harcayacabiliyorsunuz .Tabii yetmedi kartta eksiye düşme gibi bi durum var sürekli gidip para yuklemiyorsunuz komisyon kesilmesi gibi bir durum da yaşamadık. Yediklerimiz muhallebili kurabiye(50₺) hamburger(145₺) kola(30₺) çay. Hamburger harikaydı ekmeğinin bayat olmasi tek sorunuydu. Çaydan 10 tl gibi bir ücret alınması biraz can sıksa da genel hattiyla hoşumuza gitti.,"Hizmet5,0Konum5,0",Google üzerinde 4 yıl önce,4/5
Selvi Bodrum,Düğün için 2 gece konakladık. Oda imkanları yeterli her gun 2 sise su biraktilar. Gunluk temizlikte gorevliler ugradigi soylendi ancak kimse gelmeyince ben arayip talep ettim. Kahvaltisi yeterli gorevli kisiler servis ediyor yogunluk yasanabiliyor. Mutfagi konusunda orta karar lezzetsiz degil ama basarili da degil (hamburger koftesi guzel ama ekmek vasat). Konumu cok guzel yesillik alani ile huzurlu bir ortam sagliyor.,"Odalar4,0Hizmet3,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Romantik",Google üzerinde 3 yıl önce,3/5
